"","pitch_type","whiff","swing","estimated_woba_using_speedangle","release_speed","pfx_x","pfx_z"
"7722","SL",0,1,NA,89.7,-0.26,0.64
"7723","SL",0,1,NA,86,0.27,0.29
"7724","CU",0,1,0.1,79.1,0.93,0.2
"7725","SL",1,1,NA,82.1,-0.23,0.4
"7726","SL",0,1,NA,85.2,0.44,0.68
"7727","SL",0,0,NA,84.7,0.38,-0.33
"7728","SL",0,0,NA,82,1.6,-0.02
"7729","SL",0,0,NA,87.3,0.55,0.59
"7730","CU",0,0,NA,74.2,1.24,-0.91
"7731","FC",1,1,NA,89.8,0.03,0.99
"7732","SL",0,0,NA,85.5,-0.05,-0.35
"7733","SL",0,0,NA,79,0.56,-0.4
"7734","CU",0,1,0.942,77.7,0.9,-1.32
"7735","FC",0,1,NA,86.3,0.27,0.38
"7736","SL",0,1,NA,85.2,0.64,0.43
"7737","SL",0,0,NA,86,0.13,0.22
"7738","FC",0,0,NA,85,0.38,-0.27
"7739","FC",0,1,0.287,87.3,0.21,0.84
"7740","SL",0,1,0.01,84.2,0.41,0.5
"7741","CU",0,0,NA,81.4,1.06,-1.01
"7742","CU",0,1,0.054,76.6,0.75,-1.49
"7743","FC",0,1,NA,89.9,0.05,0.75
"7744","KC",0,0,NA,81.3,0.42,-1
"7745","SL",0,1,0.08,86.7,0.18,0.4
"7746","SL",0,0,NA,88.3,0.31,0.18
"7747","SL",0,1,NA,80.2,0.56,-0.49
"7748","CU",0,0,NA,84.2,1.2,-0.43
"7749","SL",1,1,NA,83.4,0.32,0.55
"7750","SL",0,0,NA,84.5,-0.49,-0.02
"7751","SL",0,0,NA,85.7,0.58,0.21
"7752","SL",0,0,NA,88.1,0.49,0.42
"7753","CU",0,0,NA,83.5,0.68,-1.29
"7754","KC",0,0,NA,81.3,0.6,-0.63
"7755","KC",1,1,NA,86.4,-0.18,-0.27
"7756","SL",0,0,NA,83,0.42,-0.1
"7757","SL",0,0,NA,82.8,-0.06,0.43
"7758","SL",0,1,0.149,82.1,0.21,0.29
"7759","CU",0,0,NA,79.1,0.81,-1.03
"7760","SL",0,1,NA,84.8,0.87,0.53
"7761","SL",0,0,NA,88.2,0.54,0.53
"7762","KC",0,1,0.069,82.6,0.46,-0.73
"7763","SL",0,1,0.051,81.7,0.6,-0.44
"7764","FC",1,1,NA,87.9,0.34,-0.18
"7765","SL",0,0,NA,81.9,0.65,-0.15
"7766","CU",0,0,NA,84.2,0.81,-1.12
"7767","SL",0,0,NA,84,-0.02,0.19
"7768","FC",0,0,NA,88,0.56,-0.11
"7769","FC",0,0,NA,89.2,0.54,1.13
"7770","SL",0,0,NA,86.7,0.33,0.27
"7771","FC",0,1,NA,86.5,0.38,0.52
"7772","SL",0,0,NA,82.8,0.04,0.57
"7773","SL",1,1,NA,86.7,0.21,0.14
"7774","FC",0,1,NA,89.7,0.07,0.93
"7775","SL",0,0,NA,88.9,0.6,0.51
"7776","FC",0,0,NA,90.1,0.25,0.53
"7777","CU",0,0,NA,82.4,1.15,-0.56
"7778","SL",0,0,NA,89.4,-0.49,0.83
"7779","SL",0,1,0.138,86.3,0.4,0.31
"7780","FC",0,0,NA,88,0.48,0.4
"7781","SL",0,0,NA,84.3,0.13,0.31
"7782","SL",0,0,NA,85,0.89,0.31
"7783","SL",0,1,0.023,87.4,0.53,0.44
"7784","SL",0,0,NA,81.5,1,0.12
"7785","SL",0,0,NA,81.4,0.77,0.49
"7786","KC",0,0,NA,84.5,1.3,-0.93
"7787","SL",1,1,NA,88.6,-0.66,0.59
"7788","SL",0,1,NA,81.7,0.99,-0.19
"7789","SL",0,0,NA,91,0,0.56
"7790","SL",0,1,NA,86.1,0.42,0.03
"7791","FC",1,1,NA,95.3,0.35,0.47
"7792","KC",1,1,NA,84.4,0.31,-0.91
"7793","SL",0,0,NA,82.2,0.98,0.05
"7794","SL",0,0,NA,82.8,0.22,-0.07
"7795","SL",0,0,NA,82.9,0.96,0.21
"7796","KC",0,0,NA,87.7,0.16,-0.26
"7797","CU",0,1,0.55,84.3,0.84,-0.63
"7798","CU",0,1,0.085,83.7,-0.11,-0.76
"7799","SL",0,1,0.357,81.1,0.41,-0.47
"7800","SL",0,0,NA,87.1,-0.02,0.4
"7801","KC",0,0,NA,86.1,1.22,-0.27
"7802","SL",0,1,NA,85.7,0.44,0.24
"7803","SL",0,0,NA,88.5,0.44,0.22
"7804","SL",0,0,NA,83.1,0.28,0.01
"7805","CU",0,0,NA,84.1,0.79,-1.16
"7806","FC",0,0,NA,89.7,0.49,1.2
"7807","CU",0,0,NA,78.5,1.22,-0.43
"7808","FC",0,1,NA,87.6,0.73,0.14
"7809","SL",1,1,NA,83.1,0.3,0.39
"7810","SL",0,1,0.431,85.6,0.31,-0.13
"7811","SL",0,0,NA,80.7,-0.22,0.16
"7812","SL",0,0,NA,91.2,0.38,0.6
"7813","CU",0,1,0.442,81,0.76,-0.49
"7814","SL",0,1,NA,84.6,0.27,0.08
"7815","CU",0,1,NA,84.3,0.01,0.02
"7816","SL",0,1,NA,86.5,0.37,0.65
"7817","SL",0,0,NA,79.4,1.5,-0.19
"7818","SL",0,0,NA,90,-0.08,0.56
"7819","SL",0,1,0.114,84.4,0.28,-0.17
"7820","SL",0,0,NA,82.5,0.61,-0.58
"7821","SL",0,0,NA,87.5,0.07,-0.1
"7822","SL",0,1,0.828,84.2,0.38,0.27
"7823","SL",0,0,NA,86.3,0.4,0.44
"7824","KC",0,1,NA,83.3,0.21,-0.17
"7825","SL",0,0,NA,83.1,1.16,-0.27
"7826","FC",0,1,0.022,86.7,0.19,0.77
"7827","CU",0,0,NA,77.7,0.84,-1.26
"7828","SL",0,0,NA,84.3,-0.05,-0.02
"7829","SL",0,0,NA,83.3,0.1,-0.25
"7830","SL",0,0,NA,87.2,0.62,-0.21
"7831","SL",1,1,NA,80.9,0.5,-0.4
"7832","KC",0,1,0.096,82.6,0.7,-0.63
"7833","FC",0,1,NA,84.1,0.14,-0.19
"7834","SL",0,1,NA,86.9,0.33,0.43
"7835","SL",0,1,0.057,82.5,0.39,-0.38
"7836","SL",1,1,NA,85.1,0.34,0.48
"7837","SL",0,0,NA,84.5,1.14,-0.21
"7838","SL",0,1,0.126,88.4,0.42,0.01
"7839","SL",1,1,NA,84.3,0.48,-0.18
"7840","CU",0,0,NA,82.2,0.21,-1.22
"7841","SL",1,1,NA,81.1,0.56,-0.15
"7842","FC",0,0,NA,89.1,0.03,1.08
"7843","SL",1,1,NA,89,-0.47,0.48
"7844","SL",0,1,NA,88.7,0.14,-0.11
"7845","FC",0,0,NA,89.5,0.19,0.81
"7846","SL",0,0,NA,82.2,0.37,0.29
"7847","SL",0,1,0.676,86.1,0.65,0.4
"7848","SL",0,1,0.076,88.4,0.18,0.12
"7849","SL",0,0,NA,81.5,0.87,0
"7850","CU",1,1,NA,82.7,-0.04,-0.81
"7851","SL",0,1,NA,88.3,0.28,0.53
"7852","FC",0,1,0.208,87.8,0.26,0.59
"7853","FC",0,1,0.031,86,0.31,0.68
"7854","CU",0,0,NA,78.3,0.98,-0.91
"7855","SL",0,0,NA,83.4,1.21,-0.46
"7856","SL",0,1,NA,85.2,0.78,-0.25
"7857","SL",1,1,NA,83.5,0.5,0.68
"7858","FC",0,0,NA,89.5,0.04,1.12
"7859","SL",0,1,0.771,81.2,0.75,0.14
"7860","CU",0,0,NA,78.7,1.35,0.11
"7861","SL",0,0,NA,86.4,0.18,0.49
"7862","FC",0,1,NA,85.9,0.12,0.71
"7863","SL",0,1,NA,85.5,0.41,0.63
"7864","SL",1,1,NA,85.5,0.17,0.68
"7865","SL",0,0,NA,86.1,0.45,0.26
"7866","CU",0,0,NA,78.6,0.95,-0.88
"7867","SL",0,0,NA,82.1,0.2,0.35
"7868","SL",0,1,0.018,88.5,0.2,-0.15
"7869","SL",0,0,NA,85.2,0.45,0.64
"7870","SL",1,1,NA,82.1,0.63,-0.41
"7871","FC",1,1,NA,88.2,0.43,1
"7872","CU",0,0,NA,82.5,0.94,-0.64
"7873","CU",0,0,NA,80.9,0.74,-0.74
"7874","SL",0,1,0.162,86.2,0.12,-0.38
"7875","FC",1,1,NA,93.2,0.34,0.47
"7876","FC",0,0,NA,84.9,0.42,0.1
"7877","FC",0,0,NA,89.4,0.3,0.67
"7878","SL",0,0,NA,89.7,0.38,0.38
"7879","SL",0,0,NA,79,0.11,0.18
"7880","SL",0,0,NA,85.2,0.44,0.66
"7881","SL",0,0,NA,84.3,1.05,0.13
"7882","SL",0,0,NA,85.6,0.72,0.38
"7883","SL",0,0,NA,83.7,0.49,0.06
"7884","SL",0,1,NA,80.5,0.95,0.95
"7885","CU",0,0,NA,79.6,1.16,-0.98
"7886","SL",0,1,0.978,88.4,-0.26,0.53
"7887","SL",0,1,0.504,82.6,-0.17,0.38
"7888","FC",0,1,0.109,89.8,0.19,0.69
"7889","CU",0,1,1.201,82.6,0.57,-0.96
"7890","FC",0,1,NA,86.4,0.42,0.35
"7891","SL",1,1,NA,85.2,0.65,-0.33
"7892","FC",0,1,0.157,88.7,0.44,0.65
"7893","CU",0,0,NA,81.1,1.3,-0.3
"7894","CU",0,1,0.059,81,0.99,-0.47
"7895","CU",0,1,0.385,87.1,-0.05,0.45
"7896","FC",0,1,NA,87.7,0.4,0.72
"7897","SL",0,0,NA,87.2,0.44,0.24
"7898","FC",0,0,NA,88.7,0.43,0.3
"7899","FC",0,0,NA,88.4,0.58,0.92
"7900","FC",0,1,0.011,88.3,0.24,0.66
"7901","FC",0,1,0.066,93.8,-0.42,0.69
"7902","FC",0,1,0.046,90.9,0.35,0.81
"7903","FC",0,0,NA,91.3,0.06,0.61
"7904","CU",1,1,NA,77.5,0.65,-1.45
"7905","SL",0,1,0.009,78.4,1.53,0.31
"7906","SL",0,0,NA,82.5,0.69,-0.47
"7907","FC",0,0,NA,89.4,0.17,0.88
"7908","CU",1,1,NA,84.6,0.04,0.14
"7909","SL",0,1,NA,87.3,0.47,0.19
"7910","SL",0,0,NA,84.2,0.13,0.41
"7911","SL",0,0,NA,83.8,0.62,-0.29
"7912","SL",0,0,NA,84.6,0.42,0.25
"7913","SL",0,0,NA,80.3,-0.02,0.09
"7914","SL",0,0,NA,84.2,0.14,-0.01
"7915","KC",0,0,NA,84.3,1.17,-0.82
"7916","SL",0,0,NA,82.3,0.92,0.33
"7917","SL",1,1,NA,88,0.18,0.54
"7918","SL",0,0,NA,81.5,0.56,-0.38
"7919","SL",0,1,NA,84.9,-0.09,0.79
"7920","FC",0,0,NA,89.3,0.42,0.13
"7921","SL",0,1,NA,86.9,-0.08,0.53
"7922","SL",0,0,NA,84.8,0.55,0.29
"7923","SL",0,1,NA,81.6,1.4,0.07
"7924","CU",0,1,0,76,1.41,-1.04
"7925","SL",1,1,NA,88.1,0.54,-0.26
"7926","FC",0,0,NA,89.7,0.38,0.64
"7927","FC",0,0,NA,85.3,0.14,0.01
"7928","SL",0,0,NA,87.1,0.27,0.47
"7929","SL",0,1,0.147,86.9,0.44,-0.3
"7930","KC",0,1,0.113,83.8,0.25,-0.87
"7931","FC",0,1,NA,92.4,-0.09,0.83
"7932","SL",0,0,NA,81.4,0.14,0.04
"7933","FC",0,0,NA,93.8,0.26,0.28
"7934","SL",0,0,NA,83.6,0.5,0.68
"7935","SL",0,0,NA,89.4,-0.44,0.09
"7936","FC",0,1,0.175,84.4,0.52,-0.24
"7937","KC",0,0,NA,80.8,0.89,-1.1
"7938","CU",0,0,NA,80.1,0.8,-1.47
"7939","SL",1,1,NA,87,-0.09,0.38
"7940","FC",0,0,NA,83.9,0.13,0
"7941","FC",0,0,NA,87.6,0.44,0.99
"7942","SL",0,0,NA,88.5,0.37,0.13
"7943","FC",1,1,NA,92.8,-0.03,1.14
"7944","FC",0,0,NA,90.5,-0.14,1.01
"7945","CU",1,1,NA,77.2,1.33,-0.18
"7946","FC",0,1,0.074,89.7,-0.09,0.95
"7947","SL",0,0,NA,82.7,-0.02,-0.31
"7948","CU",0,0,NA,83.5,0.8,-1.21
"7949","SL",1,1,NA,83.5,0.53,0.11
"7950","SL",0,0,NA,89.3,0.29,-0.01
"7951","SL",0,0,NA,80.9,0.95,0.98
"7952","SL",1,1,NA,87.7,0.23,-0.31
"7953","CU",0,0,NA,76.5,0.93,-1.03
"7954","CU",0,0,NA,83.8,-0.09,-0.7
"7955","SL",0,0,NA,89.8,0.1,0.29
"7956","SL",1,1,NA,88.5,0.54,-0.31
"7957","SL",0,1,0.929,79.8,0.56,-0.5
"7958","SL",0,0,NA,81.7,0.88,0.23
"7959","CU",0,0,NA,79.2,0.4,-0.58
"7960","FC",0,1,NA,89.3,0.31,0.34
"7961","FC",0,1,0.067,86.3,0.56,-0.22
"7962","FC",0,0,NA,88.3,0.06,0.51
"7963","SV",0,1,0.144,78.4,1.65,-0.34
"7964","FC",0,0,NA,86,0.06,0.8
"7965","SL",1,1,NA,86.6,0.44,0.21
"7966","SL",0,0,NA,87.5,0.43,0.47
"7967","FC",0,1,0.796,89.6,0.24,0.56
"7968","SL",0,0,NA,85.3,0.26,-0.2
"7969","SV",0,0,NA,77.7,1.67,-0.27
"7970","SL",0,1,0.149,87.5,0.22,-0.08
"7971","CU",0,1,NA,81.9,0.07,-0.1
"7972","FC",0,0,NA,88.7,0.49,0.97
"7973","SL",0,0,NA,83.5,-0.51,0.32
"7974","SL",1,1,NA,84.9,0.53,0.22
"7975","FC",0,0,NA,89.6,0.24,0.81
"7976","CU",0,0,NA,82.5,-0.48,-0.56
"7977","FC",0,0,NA,92.1,0.07,0.9
"7978","SL",0,1,0.189,81.8,1.53,-0.15
"7979","SL",0,0,NA,83.9,0.25,0.26
"7980","SL",0,0,NA,87.5,0.53,-0.16
"7981","SL",0,0,NA,86.8,0.04,0.52
"7982","FC",1,1,NA,87.3,0.41,0.62
"7983","KC",0,0,NA,82.9,0.74,-0.85
"7984","SL",0,0,NA,81.3,1.06,0.48
"7985","SL",0,0,NA,86.3,0.2,0.68
"7986","SL",1,1,NA,90.8,-0.17,0.62
"7987","SL",1,1,NA,89.9,0.23,0.33
"7988","SL",0,0,NA,84.6,0.45,-0.17
"7989","SL",1,1,NA,82.6,0.03,-0.25
"7990","CU",0,0,NA,82.2,1.02,-0.33
"7991","FC",0,1,NA,90.9,0.45,0.53
"7992","FC",0,0,NA,84.8,0.32,0.08
"7993","FC",0,0,NA,89.8,0.26,0.6
"7994","SL",0,0,NA,84.5,0.17,0.62
"7995","CU",0,0,NA,85.3,0.1,-1.16
"7996","SL",0,1,0.046,88.2,-0.1,0.39
"7997","SL",1,1,NA,85.4,0.17,0.2
"7998","SL",0,1,NA,90.1,0.58,0.49
"7999","FC",1,1,NA,89.7,0.5,0.52
"8000","SL",0,1,0.094,87.9,0.16,0.31
"8001","SL",1,1,NA,87.1,0.13,0.39
"8002","SL",0,0,NA,80.4,0.72,-0.25
"8003","CU",0,0,NA,81.7,1.13,-0.31
"8004","FC",0,1,0.085,88.5,0.52,0.79
"8005","SL",1,1,NA,86.4,0.11,0.42
"8006","FC",0,0,NA,88.9,0.24,0.96
"8007","SL",0,1,NA,87.9,0.38,0
"8008","SL",1,1,NA,86.7,0.83,0.01
"8009","SL",0,1,NA,88.1,0.29,0.45
"8010","FC",0,1,0.221,86.7,0.43,-0.31
"8011","SL",0,0,NA,86.5,0.74,0
"8012","SL",0,0,NA,82.4,0.72,-0.14
"8013","SL",0,0,NA,89.3,0.29,0.47
"8014","SL",0,0,NA,86,0.42,0.1
"8015","FC",1,1,NA,93.6,0.13,0.63
"8016","SL",0,0,NA,81.9,0.25,-0.2
"8017","SL",1,1,NA,88.5,0.18,-0.34
"8018","SL",0,1,NA,81.3,1.43,0.09
"8019","SL",0,1,NA,82.6,-0.14,0.39
"8020","FC",1,1,NA,91.1,0.2,0.76
"8021","CU",0,0,NA,84.7,0.74,-1.21
"8022","FC",0,0,NA,85.8,0.28,1.1
"8023","SL",0,1,0.347,88.2,1.41,-0.14
"8024","FC",0,0,NA,88.4,0.18,0.51
"8025","SL",0,0,NA,83.4,0.29,0.08
"8026","FC",0,0,NA,91.5,0.02,0.72
"8027","SL",0,0,NA,89.7,-0.4,0.51
"8028","FC",0,1,0.634,95.3,-0.05,1.2
"8029","SL",0,0,NA,84.2,-0.37,0
"8030","SL",0,0,NA,77.4,1.51,0.35
"8031","SL",1,1,NA,80.7,0.2,-0.04
"8032","SL",0,0,NA,87.5,0.61,-0.28
"8033","SL",0,1,NA,82.5,-0.51,0.28
"8034","FC",0,0,NA,87.7,0.36,0.64
"8035","SL",0,1,NA,87.5,0.21,-0.24
"8036","SL",0,0,NA,82.2,0.7,-0.2
"8037","SL",0,1,NA,84.8,0.88,0.09
"8038","FC",0,1,0.046,83.6,0.73,0.17
"8039","CU",0,0,NA,78.6,0.78,-1.62
"8040","KC",0,0,NA,87.3,1.57,-0.24
"8041","SL",0,0,NA,84.6,0.24,0.36
"8042","FC",0,0,NA,89.6,0.45,0.55
"8043","CU",0,0,NA,75.3,1.04,-0.97
"8044","SL",0,1,0.026,84.3,0.13,0.06
"8045","FC",0,0,NA,89.6,0.55,0.42
"8046","FC",1,1,NA,89.9,0.35,0.27
"8047","SL",0,0,NA,84.5,0.12,-0.15
"8048","SL",1,1,NA,79,1.46,0.22
"8049","FC",0,0,NA,87.2,0.51,-0.09
"8050","SL",0,0,NA,78.6,1.35,-0.18
"8051","FC",0,1,NA,87,0.43,0.21
"8052","SL",0,0,NA,88.9,0.27,0.44
"8053","SL",0,0,NA,83.7,0.66,-0.11
"8054","FC",0,0,NA,95.9,-0.09,1.02
"8055","SL",0,0,NA,86.6,-0.02,0.51
"8056","SL",0,1,NA,86.6,0.24,0.39
"8057","SL",0,0,NA,81.7,0.63,-0.33
"8058","SL",1,1,NA,82,1.38,0.09
"8059","SL",0,0,NA,87.7,0.45,0.16
"8060","FC",1,1,NA,88.1,0.17,0.82
"8061","SL",1,1,NA,82,-0.12,0.44
"8062","CU",0,0,NA,82,-0.05,-0.04
"8063","SL",0,1,NA,87.7,-0.37,-0.25
"8064","CU",0,0,NA,82.2,0.92,-0.45
"8065","SL",1,1,NA,87.6,0.31,0.53
"8066","SL",0,1,NA,84.9,0.44,-0.03
"8067","SL",0,0,NA,84.5,0.2,-0.25
"8068","SL",0,0,NA,86.9,0.95,0.82
"8069","SL",0,1,0.114,78.6,0.35,0.51
"8070","FC",0,1,NA,94.5,0.2,0.65
"8071","SL",0,1,0.793,85.6,-0.05,0.31
"8072","SL",0,0,NA,84.4,0.52,0.12
"8073","CU",0,0,NA,77.7,1.39,-0.16
"8074","SL",1,1,NA,82,0.4,0.15
"8075","SL",0,0,NA,83.3,0.82,0.08
"8076","FC",0,0,NA,88.5,0.44,0.46
"8077","SL",0,0,NA,87.3,0.25,0.32
"8078","FC",0,1,NA,88.5,0.25,0.85
"8079","FC",0,1,NA,87.7,0.27,0.86
"8080","SL",0,1,NA,82.9,-0.2,-0.35
"8081","SL",0,0,NA,86.1,0.51,0.46
"8082","SL",0,1,NA,83.2,0.04,0.03
"8083","SL",0,1,0.069,84.7,0.93,0.44
"8084","SL",0,0,NA,85.4,0.53,-0.36
"8085","SL",0,0,NA,82.5,0.4,-0.18
"8086","FC",0,0,NA,85.9,0.46,-0.15
"8087","SL",0,1,0.154,79.1,1.19,0.17
"8088","KC",0,0,NA,85.2,1.26,-0.44
"8089","FC",0,1,0.283,88,0.52,0.57
"8090","SL",0,1,0.218,85.6,0.32,0.51
"8091","SL",0,0,NA,80.3,0.98,0.97
"8092","SL",0,0,NA,83.2,0.49,-0.18
"8093","SV",0,1,NA,76.3,1.57,-0.31
"8094","SL",0,0,NA,87.1,0.42,0.61
"8095","FC",0,1,0.093,85.6,-0.05,0.87
"8096","CU",0,0,NA,82.7,0.11,-0.18
"8097","SL",0,0,NA,77.2,1.43,0.18
"8098","SL",0,1,1.063,81.5,0.8,-0.47
"8099","SL",0,0,NA,84.1,0.67,0.41
"8100","SL",1,1,NA,85.7,0.08,0.19
"8101","FC",0,0,NA,88.8,0.14,0.96
"8102","CU",0,1,0.697,76.3,0.71,0.05
"8103","SL",0,1,0.867,82.1,0.08,0.23
"8104","SL",0,0,NA,91.7,-0.02,0.29
"8105","FC",0,0,NA,91.4,0.07,0.87
"8106","FC",0,1,NA,90.3,0.21,0.54
"8107","SL",1,1,NA,81.1,0.28,0.26
"8108","SL",1,1,NA,81.2,1.45,-0.04
"8109","CU",0,0,NA,75,0.98,-1.04
"8110","SL",1,1,NA,87.3,0.05,-0.13
"8111","FC",0,1,NA,89.8,0.11,0.36
"8112","SL",0,0,NA,82.4,-1.1,0.34
"8113","CU",0,1,NA,79.7,0.72,-1.54
"8114","SL",0,1,NA,86.9,0.17,0.01
"8115","SL",0,0,NA,83.3,-0.98,0.06
"8116","SL",0,0,NA,87.3,0.2,-0.35
"8117","SL",0,0,NA,86.8,0.81,-0.1
"8118","SL",0,0,NA,88.4,0.01,0.03
"8119","SL",0,0,NA,80.1,1.82,0.33
"8120","SL",0,0,NA,83,0.16,0.12
"8121","SL",1,1,NA,87.2,1.47,0.23
"8122","SL",0,1,0.133,80.3,0.5,-0.46
"8123","CU",0,0,NA,76.7,0.89,-0.82
"8124","SL",0,0,NA,89.8,-0.48,0.62
"8125","SL",0,1,0.863,85.7,0.55,0.36
"8126","FC",0,0,NA,88,-0.2,0.83
"8127","FC",0,0,NA,92.7,-0.41,1.1
"8128","SL",0,1,0.929,85.5,0.56,0.13
"8129","SL",0,0,NA,81.6,1.39,0.17
"8130","FC",0,1,0.45,90,-0.43,0.91
"8131","SL",1,1,NA,87.2,0.51,0.36
"8132","SL",0,1,NA,88.9,0.05,0.29
"8133","FC",1,1,NA,86.8,0.15,0.88
"8134","SL",0,0,NA,79.7,0.94,0.87
"8135","SL",0,0,NA,86,0.68,0.49
"8136","SL",0,0,NA,84.8,0.07,0.23
"8137","FC",0,1,1.4,89.7,-0.21,0.99
"8138","FC",0,0,NA,85.7,0.26,-0.09
"8139","SL",0,0,NA,79.9,0.54,0.07
"8140","FC",0,1,0.47,89.7,0.37,0.69
"8141","SL",0,1,NA,83,-0.2,0.07
"8142","KC",0,0,NA,83.2,0.08,-1.04
"8143","SL",0,0,NA,82.8,0.59,-0.23
"8144","FC",1,1,NA,87.5,0.34,0.61
"8145","CU",0,0,NA,81.7,0.61,-0.72
"8146","SL",0,0,NA,81.2,0.53,-0.31
"8147","SL",0,0,NA,79.5,0.18,0.23
"8148","CU",0,0,NA,72.1,0.84,-1.09
"8149","CU",0,0,NA,82.4,0.56,0.27
"8150","FC",0,0,NA,87.8,0.39,0.27
"8151","FC",0,0,NA,91.3,0.31,0.5
"8152","FC",1,1,NA,87.4,0.35,0.68
"8153","SL",0,1,0.26,82,1.35,-0.83
"8154","SL",0,1,NA,82.1,-0.5,0.33
"8155","CU",0,0,NA,83.1,0.25,-0.69
"8156","SL",1,1,NA,85,0.59,0.03
"8157","SL",0,0,NA,82.3,-0.07,0.01
"8158","SL",1,1,NA,88.3,-0.27,0.65
"8159","SL",0,0,NA,85.7,-0.27,0.01
"8160","SL",1,1,NA,83.5,0.51,0.4
"8161","FC",0,0,NA,89.9,0.25,0.76
"8162","FC",0,0,NA,89.6,-0.06,1
"8163","CU",0,0,NA,81.1,0.88,-0.58
"8164","SL",0,0,NA,81.1,0.32,0.07
"8165","SL",0,0,NA,83.2,0.06,0.41
"8166","CU",0,0,NA,77.6,0.75,-0.1
"8167","SL",0,0,NA,85.5,0.72,-0.27
"8168","CU",0,0,NA,75.8,1.24,-1.37
"8169","CU",1,1,NA,78.7,1.19,-1.28
"8170","CU",0,1,NA,77.6,1.23,-1.43
"8171","FC",0,0,NA,90.3,0.08,1.06
"8172","FC",0,0,NA,88.9,0.14,0.75
"8173","KC",0,0,NA,84.3,1.03,-1.18
"8174","SL",1,1,NA,90.2,0.21,0.02
"8175","SL",0,1,NA,83.7,0.58,-0.64
"8176","CU",0,1,NA,79.3,1.04,-0.78
"8177","CU",0,0,NA,78.9,1.18,-1.29
"8178","SL",0,0,NA,90,0.33,0.78
"8179","SL",0,1,0.005,86.1,0.04,0.08
"8180","SL",0,1,0.009,79.4,1.4,0.16
"8181","SL",1,1,NA,86.6,0.65,-0.09
"8182","CU",0,0,NA,77.9,1.36,-1.35
"8183","SL",1,1,NA,88.5,0.67,0.01
"8184","SL",0,0,NA,87.5,0.2,0.27
"8185","SL",0,0,NA,84.9,0.11,-0.05
"8186","CU",1,1,NA,78,1.47,-1.04
"8187","SL",0,1,0.829,84.8,0.36,0.12
"8188","FC",0,0,NA,88.2,0.19,0.53
"8189","SL",0,1,NA,81.2,1.03,0.45
"8190","SL",1,1,NA,87.8,-0.08,0.32
"8191","SL",0,1,NA,79,1.35,0.25
"8192","SL",0,0,NA,80,1.39,0.15
"8193","CU",0,1,NA,76.7,0.52,-1.39
"8194","CU",0,0,NA,77.4,0.79,-1.35
"8195","CU",0,0,NA,78.3,0.35,-0.86
"8196","FC",0,1,NA,89.9,0.21,0.8
"8197","SL",0,0,NA,83.8,0.56,-0.12
"8198","SL",0,1,0.024,91,0.33,0.27
"8199","CU",0,0,NA,84.7,0.22,-0.52
"8200","SL",0,1,NA,84.9,0.14,0.32
"8201","SL",0,1,NA,78.2,1.02,0.3
"8202","CU",0,1,NA,79.7,1.01,-1.01
"8203","FC",0,0,NA,92,0.44,0.66
"8204","SL",1,1,NA,78.8,1.53,0.09
"8205","SL",1,1,NA,83.6,0.04,0.43
"8206","FC",0,1,NA,94.2,0.37,0.79
"8207","SL",0,0,NA,87.6,0.32,0.2
"8208","SL",1,1,NA,77.7,0.92,0.05
"8209","FC",0,0,NA,86.7,0.18,0.68
"8210","SL",0,0,NA,84.8,0.02,0.08
"8211","SL",0,1,NA,91.8,0.23,0.35
"8212","SL",0,0,NA,79.7,1.18,0.48
"8213","SL",0,0,NA,87.8,0.43,0.25
"8214","CU",0,0,NA,76.6,1.12,-1.23
"8215","SL",0,1,NA,80,1.38,0.25
"8216","SL",0,1,NA,81,0.24,-0.01
"8217","FC",0,0,NA,92.9,0.53,0.75
"8218","SL",0,0,NA,84.2,-0.03,0.07
"8219","SL",0,0,NA,84.1,0.33,-0.11
"8220","SL",0,0,NA,85.5,0.05,0.14
"8221","CU",1,1,NA,84,0.15,-0.53
"8222","FC",0,1,NA,93.3,0.38,0.82
"8223","FC",0,0,NA,87.8,0.52,0.61
"8224","FC",0,0,NA,88.8,0.24,1.03
"8225","FC",0,0,NA,87.2,0.13,0.74
"8226","SL",0,1,0.121,84.4,0.05,0.08
"8227","KC",0,0,NA,77.5,1.13,-0.57
"8228","CU",0,0,NA,80.7,0.69,-0.62
"8229","FC",1,1,NA,88.3,0.47,0.3
"8230","CU",0,0,NA,74.6,0.85,-1.27
"8231","SL",0,0,NA,80.3,0.33,0.04
"8232","SL",0,0,NA,78.6,1.14,0.19
"8233","FC",0,0,NA,88.4,0.36,0.71
"8234","SL",0,1,NA,84.7,0.13,0.07
"8235","SL",0,0,NA,82.2,0.21,0.08
"8236","CU",0,0,NA,81.4,0.65,-0.98
"8237","FC",0,0,NA,88.2,0.09,0.62
"8238","SL",0,0,NA,82.7,0.02,0.05
"8239","CU",0,0,NA,74,1.06,-1.34
"8240","SL",0,0,NA,87.2,0.09,0.2
"8241","SL",0,0,NA,79.1,1.19,0.1
"8242","SL",0,0,NA,78.1,1.26,0.71
"8243","SL",0,1,0.238,89.5,0.61,0.17
"8244","CU",0,1,0.126,75.8,0.91,-1.3
"8245","CU",0,0,NA,79.6,0.75,-0.87
"8246","SL",1,1,NA,90.2,0.38,0.51
"8247","SL",0,1,1.4,85.9,0.72,-0.28
"8248","SL",0,1,0.285,77.9,0.36,-0.08
